inference_status,run_id,seed,cohort,q_only_error_count,step,examples_seen,cumulative_q_only_presentations,unique_q_only_rows_seen,seen_active_codewords,active_codeword_coverage,signature,tuple_consistency,codeword_consistency,nuisance_consistency,stable_gate,taxonomy,q_only_diagnostic_accuracy,common_iid_target_accuracy,q_only_factorial_accuracy,q_only_target_probability,q_only_seen_accuracy,q_only_seen_target_probability,q_only_unseen_accuracy,q_only_unseen_target_probability,seen_minus_unseen_probability,behavior_P,behavior_Q,behavior_Y,causal_P,causal_Q,causal_Y,probe_P,probe_Q,probe_Y,tuple_-+-_positive_rate,tuple_-+-_target_probability,tuple_+-+_positive_rate,tuple_+-+_target_probability,first_q_only_presentation_step,all_unique_q_only_seen_step,design_panel,pure_Y,pure_Q,pure_P
adaptive_exploratory_posthoc_paired_support_intervention,fe5b45999ce1f8bdf1c3,131,fresh,100,8192,2048000,20482,100,53,0.828125,85,1.0,1.0,1.0,0,pure Y,1.0,1.0,1.0,0.9998219092824707,1.0,0.9998228466832746,1.0,0.9998173927149613,5.453968313307023e-06,0.5,0.5,1.0,0.5,0.5,1.0,0.988037109375,0.94384765625,1.0,0.0,0.9998424989545173,1.0,0.9998013196104243,1,40,primary_registered,1,0,0
adaptive_exploratory_posthoc_paired_support_intervention,e17146a2c07e733b7693,131,fresh,250,8192,2048000,51208,250,63,0.984375,85,1.0,1.0,1.0,0,pure Y,1.0,1.0,1.0,0.999966351765944,1.0,0.9999660145058106,1.0,0.9999875991543496,-2.1584648539074713e-05,0.5,0.5,1.0,0.5,0.5,1.0,0.97900390625,0.9619140625,1.0,0.0,0.9999658473319437,1.0,0.9999668561999442,1,40,primary_registered,1,0,0
adaptive_exploratory_posthoc_paired_support_intervention,d886d1601c0d439121dc,131,fresh,450,8192,2048000,92162,450,64,1.0,85,0.984619140625,0.98828125,0.987548828125,0,pure Y,1.0,0.996,1.0,0.999038572991611,1.0,0.999038572991611,,,,0.515380859375,0.515380859375,0.984619140625,0.5162353515625,0.5169677734375,0.983544921875,0.970703125,0.940185546875,1.0,0.0,0.9987394958938844,1.0,0.9993376500893377,1,40,primary_registered,1,0,0
adaptive_exploratory_posthoc_paired_support_intervention,e743530a65a1af9a2b35,137,fresh,0,8192,2048000,0,0,0,0.0,113,0.968505859375,0.96484375,0.989013671875,1,stable gate 113,0.1345,1.0,0.1259765625,0.1362253923925167,,,0.1259765625,0.1362253923925167,,0.281494140625,0.718505859375,0.781494140625,0.2818603515625,0.71734619140625,0.7828125,0.99365234375,0.99609375,0.99365234375,0.9609375,0.0503322825172019,0.212890625,0.22211850226783145,,0,primary_registered,0,0,0
adaptive_exploratory_posthoc_paired_support_intervention,a2a0f55e6df2f325d1ff,137,fresh,2,8192,2048000,410,2,2,0.03125,117,0.882080078125,0.88671875,0.969482421875,0,raw-codeword patch,0.53,1.0,0.5126953125,0.5195777834335915,0.71875,0.7363087930885134,0.5060483870967742,0.5125864605414973,0.22372233254701612,0.378173828125,0.621826171875,0.878173828125,0.379150390625,0.61944580078125,0.879345703125,0.98779296875,0.989013671875,0.99951171875,0.515625,0.4909520440263686,0.541015625,0.5482035228408143,9,16,primary_registered,0,0,0
adaptive_exploratory_posthoc_paired_support_intervention,94542e9e88d098183182,137,fresh,4,8192,2048000,820,4,4,0.0625,117,0.88525390625,0.88671875,0.962890625,0,raw-codeword patch,0.5444,1.0,0.533203125,0.5322376511337288,0.671875,0.6853334894157128,0.5239583333333333,0.52203126191493,0.16330222750078283,0.38330078125,0.61669921875,0.88330078125,0.3843994140625,0.61553955078125,0.882568359375,0.990966796875,0.99365234375,1.0,0.5078125,0.4960494648880671,0.57421875,0.5684258373793907,9,38,triggered_refinement,0,0,0
adaptive_exploratory_posthoc_paired_support_intervention,70a1c24ed1f6751f3c7f,137,fresh,6,8192,2048000,1230,6,5,0.078125,85,0.911376953125,0.9140625,0.969970703125,0,pure Y,0.6534,1.0,0.6455078125,0.6424198679723928,0.8875,0.8702749838474515,0.625,0.6231101123897607,0.24716487145769084,0.411376953125,0.588623046875,0.911376953125,0.4129638671875,0.587646484375,0.9111328125,0.989013671875,0.98779296875,1.0,0.33984375,0.6487940132213961,0.630859375,0.6360457227233896,9,38,triggered_refinement,1,0,0
adaptive_exploratory_posthoc_paired_support_intervention,8d3d95ea0e6919b5bca0,137,fresh,8,8192,2048000,1640,8,7,0.109375,117,0.900146484375,0.8984375,0.966064453125,0,other semantic rule,0.5707,1.0,0.5712890625,0.5691167331547842,0.8035714285714286,0.8143311290581369,0.5427631578947368,0.5390026845350743,0.2753284445230626,0.392822265625,0.607177734375,0.892822265625,0.3934326171875,0.6070556640625,0.892919921875,0.995361328125,0.978271484375,1.0,0.529296875,0.49299971673877974,0.671875,0.6452337495707887,4,38,triggered_refinement,0,0,0
adaptive_exploratory_posthoc_paired_support_intervention,01cbfa5bec3c158aa7b7,137,fresh,10,8192,2048000,2050,10,9,0.140625,85,0.946044921875,0.9453125,0.973388671875,0,pure Y,0.7906,1.0,0.7841796875,0.7656302493929055,0.9722222222222222,0.9453309280051321,0.7534090909090909,0.7362246838018138,0.20910624420331825,0.446044921875,0.553955078125,0.946044921875,0.4473876953125,0.5513916015625,0.9464111328125,0.996826171875,0.979736328125,0.999755859375,0.283203125,0.6999564619956247,0.8515625,0.8313040367901863,4,38,primary_registered,1,0,0
adaptive_exploratory_posthoc_paired_support_intervention,dfcdec3b4762440e8715,137,fresh,50,8192,2048000,10240,50,33,0.515625,85,0.9951171875,1.0,0.9951171875,0,pure Y,0.98,1.0,0.98046875,0.9708712812143112,0.9886363636363636,0.9804799194173462,0.9717741935483871,0.960642730869145,0.019837188548201268,0.4951171875,0.5048828125,0.9951171875,0.495361328125,0.50457763671875,0.9949462890625,0.95263671875,0.9765625,1.0,0.009765625,0.9797620536432354,0.970703125,0.961980508785387,1,40,primary_registered,1,0,0
adaptive_exploratory_posthoc_paired_support_intervention,8380fae24d13c8f392ad,137,fresh,100,8192,2048000,20479,100,49,0.765625,85,0.999755859375,1.0,0.999755859375,0,pure Y,0.9999,1.0,1.0,0.9988697387142657,1.0,0.9992512376671995,1.0,0.9976235088013485,0.0016277288658509415,0.500244140625,0.500244140625,0.999755859375,0.5001220703125,0.50018310546875,0.9998291015625,0.930908203125,0.95361328125,1.0,0.0,0.9997425416070183,1.0,0.997996935821513,1,40,primary_registered,1,0,0
adaptive_exploratory_posthoc_paired_support_intervention,bbdba3b3f8b289a6154f,137,fresh,250,8192,2048000,51200,250,64,1.0,85,0.99658203125,1.0,0.99658203125,0,pure Y,0.9997,0.99925,0.9990234375,0.9982552970616227,0.9990234375,0.9982552970616227,,,,0.5029296875,0.50341796875,0.99658203125,0.502685546875,0.5030517578125,0.996875,0.93359375,0.8896484375,1.0,0.001953125,0.9977184396326123,1.0,0.9987921544906333,1,40,primary_registered,1,0,0
adaptive_exploratory_posthoc_paired_support_intervention,9eb1439297e2ced4ee2d,137,fresh,450,8192,2048000,92162,450,64,1.0,85,0.8916015625,0.90625,0.9501953125,0,raw-codeword patch,0.9889,0.97925,0.9931640625,0.9863952333086506,0.9931640625,0.9863952333086506,,,,0.60498046875,0.60595703125,0.8916015625,0.6024169921875,0.60662841796875,0.89130859375,0.9619140625,0.912109375,0.998046875,0.0078125,0.9861349911116184,0.994140625,0.9866554755056829,1,40,primary_registered,0,0,0
adaptive_exploratory_posthoc_paired_support_intervention,4a31936d3e50c6b835c7,139,fresh,0,8192,2048000,0,0,0,0.0,113,0.914794921875,0.91796875,0.976318359375,1,stable gate 113,0.3532,1.0,0.3408203125,0.36413580028413217,,,0.3408203125,0.36413580028413217,,0.335205078125,0.664794921875,0.835205078125,0.3341064453125,0.66253662109375,0.83642578125,0.984130859375,0.995849609375,0.998291015625,0.578125,0.4440390565833011,0.259765625,0.28423254398496334,,0,primary_registered,0,0,0
adaptive_exploratory_posthoc_paired_support_intervention,726362f3dc1165be9e7b,139,fresh,2,8192,2048000,410,2,2,0.03125,85,0.923095703125,0.92578125,0.968994140625,0,pure Y,0.6949,1.0,0.6923828125,0.6748342682461209,1.0,0.9887928309059302,0.6824596774193549,0.6647065726764496,0.32408625822948056,0.423095703125,0.576904296875,0.923095703125,0.4239501953125,0.57513427734375,0.9241943359375,0.95654296875,0.974609375,0.998291015625,0.328125,0.6628541760186565,0.712890625,0.6868143604735852,14,23,primary_registered,1,0,0
adaptive_exploratory_posthoc_paired_support_intervention,950d9e3bc43bdb9963ec,139,fresh,4,8192,2048000,819,4,3,0.046875,85,0.911376953125,0.91796875,0.970947265625,0,pure Y,0.6575,1.0,0.6474609375,0.6420430953304301,1.0,0.9583312901781049,0.6301229508196722,0.6264879382067741,0.33184335197133086,0.412353515625,0.588623046875,0.911376953125,0.4141845703125,0.5859375,0.9125244140625,0.96728515625,0.98291015625,1.0,0.3515625,0.6425294845025825,0.646484375,0.6415567061582779,8,23,triggered_refinement,1,0,0
adaptive_exploratory_posthoc_paired_support_intervention,43eb52ca3568395fb0a4,139,fresh,6,8192,2048000,1229,6,5,0.078125,85,0.928466796875,0.93359375,0.981689453125,0,pure Y,0.7149,1.0,0.7138671875,0.7091583255608179,0.975,0.9788762056920415,0.6917372881355932,0.6863008780920703,0.2925753275999712,0.428466796875,0.571533203125,0.928466796875,0.4307861328125,0.57080078125,0.929248046875,0.950439453125,0.979736328125,0.999755859375,0.236328125,0.7550899185900513,0.6640625,0.6632267325315846,4,23,triggered_refinement,1,0,0
adaptive_exploratory_posthoc_paired_support_intervention,e40000a09559fd9f9db2,139,fresh,8,8192,2048000,1638,8,6,0.09375,85,0.967041015625,0.97265625,0.977783203125,0,pure Y,0.8584,1.0,0.8681640625,0.8381827518704752,0.9895833333333334,0.9648428184408608,0.8556034482758621,0.8250799863631938,0.13976283207766704,0.467041015625,0.532958984375,0.967041015625,0.46630859375,0.5333251953125,0.9659912109375,0.989990234375,0.990234375,1.0,0.15234375,0.8128008068510136,0.888671875,0.8635646968899365,4,23,triggered_refinement,1,0,0
adaptive_exploratory_posthoc_paired_support_intervention,6e866b99c3b03347d069,139,fresh,10,8192,2048000,2047,10,8,0.125,85,0.984130859375,0.984375,0.991943359375,0,pure Y,0.9389,1.0,0.9365234375,0.9165398767592353,1.0,0.9975784900705988,0.9274553571428571,0.9049629320004691,0.09261555807012978,0.484130859375,0.515869140625,0.984130859375,0.484375,0.51556396484375,0.9846435546875,0.982666015625,0.961181640625,1.0,0.0625,0.9111862571817722,0.935546875,0.9218934963366984,4,39,primary_registered,1,0,0
adaptive_exploratory_posthoc_paired_support_intervention,6a6ab6ede313c2f4c628,139,fresh,50,8192,2048000,10240,50,35,0.546875,85,1.0,1.0,1.0,0,pure Y,1.0,1.0,1.0,0.9988329193352566,1.0,0.9990911102322879,1.0,0.9985213096319431,0.0005698006003448386,0.5,0.5,1.0,0.5,0.5,1.0,0.97607421875,0.94482421875,1.0,0.0,0.9984784072510087,1.0,0.9991874314195046,1,39,primary_registered,1,0,0
adaptive_exploratory_posthoc_paired_support_intervention,b5cb4432d6e59dca02c5,139,fresh,100,8192,2048000,20480,100,51,0.796875,85,1.0,1.0,1.0,0,pure Y,1.0,1.0,1.0,0.999940417439932,1.0,0.9999591076480313,1.0,0.9998670943158501,9.201333218122887e-05,0.5,0.5,1.0,0.5,0.5,1.0,0.984375,0.946533203125,1.0,0.0,0.9999362033444961,1.0,0.9999446315353678,1,40,primary_registered,1,0,0
adaptive_exploratory_posthoc_paired_support_intervention,c204ccf17c63a02a1e28,139,fresh,250,8192,2048000,51201,250,63,0.984375,85,1.0,1.0,1.0,0,pure Y,1.0,1.0,1.0,0.9999285760594065,1.0,0.9999274782023508,1.0,0.9999977410539264,-7.026285157551992e-05,0.5,0.5,1.0,0.5,0.5,1.0,0.9609375,0.934814453125,1.0,0.0,0.9999655462743379,1.0,0.9998916058444753,1,40,primary_registered,1,0,0
adaptive_exploratory_posthoc_paired_support_intervention,48b0133e72def89f143b,139,fresh,450,8192,2048000,92164,450,64,1.0,85,0.988037109375,0.9921875,0.994873046875,0,pure Y,1.0,0.99825,1.0,0.9994150585369446,1.0,0.9994150585369446,,,,0.511962890625,0.511962890625,0.988037109375,0.511962890625,0.51177978515625,0.987939453125,0.9677734375,0.967041015625,1.0,0.0,0.9991824907903261,1.0,0.9996476262835632,1,40,primary_registered,1,0,0
adaptive_exploratory_posthoc_paired_support_intervention,da023bc8dde600509e88,149,fresh,0,8192,2048000,0,0,0,0.0,113,0.99365234375,0.99609375,0.99755859375,1,stable gate 113,0.0285,1.0,0.025390625,0.03243005513984966,,,0.025390625,0.03243005513984966,,0.25634765625,0.74365234375,0.75634765625,0.2568359375,0.74359130859375,0.75654296875,1.0,0.99365234375,0.971435546875,0.982421875,0.029680976703779893,0.033203125,0.03517913357591944,,0,primary_registered,0,0,0
adaptive_exploratory_posthoc_paired_support_intervention,aef26127acff3d85c81e,149,fresh,2,8192,2048000,410,2,2,0.03125,113,0.919677734375,0.9296875,0.964111328125,1,stable gate 113,0.3279,1.0,0.3212890625,0.3346903356614841,0.59375,0.5987920132982903,0.3125,0.32617092670545805,0.2726210865928323,0.330322265625,0.669677734375,0.830322265625,0.33154296875,0.6688232421875,0.829833984375,0.9853515625,0.989501953125,0.99267578125,0.59765625,0.4022194263555531,0.240234375,0.267161244967415,4,12,primary_registered,0,0,0
adaptive_exploratory_posthoc_paired_support_intervention,eda1f2d8b2ed1d312152,149,fresh,4,8192,2048000,820,4,4,0.0625,81,0.91552734375,0.9140625,0.97265625,0,other semantic rule,0.5281,0.99975,0.517578125,0.5254725289689192,0.75,0.7343852812590279,0.5020833333333333,0.5115450121495786,0.22284026910944932,0.38037109375,0.62158203125,0.87841796875,0.3797607421875,0.619873046875,0.8794677734375,0.994384765625,0.97412109375,0.99462890625,0.31640625,0.684600324105275,0.3515625,0.36634473383256316,4,25,triggered_refinement,0,0,0
adaptive_exploratory_posthoc_paired_support_intervention,98b1236c8bf5c4c744fd,149,fresh,6,8192,2048000,1229,6,6,0.09375,81,0.892822265625,0.890625,0.974853515625,0,raw-codeword patch,0.5485,0.99975,0.556640625,0.5447533706918531,0.96875,0.8923962224403231,0.5140086206896551,0.5087903170627011,0.38360590537762207,0.390380859375,0.612060546875,0.887939453125,0.387939453125,0.61328125,0.885498046875,0.992919921875,0.968505859375,0.9990234375,0.3671875,0.621705090079726,0.48046875,0.4678016513039803,4,34,triggered_refinement,0,0,0
adaptive_exploratory_posthoc_paired_support_intervention,6db40198adfb0e4caabd,149,fresh,8,8192,2048000,1638,8,8,0.125,85,0.919921875,0.921875,0.97314453125,0,pure Y,0.6945,0.99975,0.685546875,0.678355937955343,0.9296875,0.8888933577795531,0.6506696428571429,0.6482791636947416,0.24061419408481155,0.4228515625,0.580078125,0.919921875,0.4232177734375,0.57952880859375,0.92255859375,0.9892578125,0.971923828125,0.9990234375,0.248046875,0.7457676525944279,0.619140625,0.6109442233162581,4,34,triggered_refinement,1,0,0
adaptive_exploratory_posthoc_paired_support_intervention,089655cf709e28f4bb0b,149,fresh,10,8192,2048000,2047,10,10,0.15625,85,0.9638671875,0.96875,0.98291015625,0,pure Y,0.8716,0.99975,0.857421875,0.8393394628578003,0.96875,0.9526288015631474,0.8368055555555556,0.8183599556901434,0.13426884587300403,0.46484375,0.5361328125,0.9638671875,0.466064453125,0.5350341796875,0.9655029296875,0.9794921875,0.9765625,1.0,0.119140625,0.8584120532073862,0.833984375,0.8202668725082144,4,34,primary_registered,1,0,0
adaptive_exploratory_posthoc_paired_support_intervention,ce5fa0cfc48d50b2d5f1,149,fresh,50,8192,2048000,10239,50,36,0.5625,85,0.996337890625,0.99609375,0.997802734375,0,pure Y,0.9909,1.0,0.986328125,0.977044544168036,0.9982638888888888,0.9903894878364857,0.9709821428571429,0.9598867594514575,0.03050272838502821,0.496826171875,0.503662109375,0.996337890625,0.49755859375,0.50347900390625,0.996826171875,0.95654296875,0.9462890625,0.998779296875,0.0,0.9904188781720608,0.97265625,0.9636702101640112,1,37,primary_registered,1,0,0
adaptive_exploratory_posthoc_paired_support_intervention,d661964facd67ea92895,149,fresh,100,8192,2048000,20478,100,57,0.890625,85,0.997802734375,1.0,0.997802734375,0,pure Y,0.9938,1.0,0.9951171875,0.9923067818207052,0.9945175438596491,0.9917770932909286,1.0,0.9966199598488866,-0.00484286655795807,0.499755859375,0.502197265625,0.997802734375,0.500244140625,0.5023193359375,0.9974365234375,0.92724609375,0.9453125,1.0,0.001953125,0.9943018543127498,0.9921875,0.9903117093286604,1,40,primary_registered,1,0,0
adaptive_exploratory_posthoc_paired_support_intervention,461d45a0aa670d26717f,149,fresh,250,8192,2048000,51201,250,64,1.0,85,0.989990234375,0.99609375,0.992919921875,0,pure Y,0.9968,0.99725,0.9970703125,0.9934230741081946,0.9970703125,0.9934230741081946,,,,0.508544921875,0.510009765625,0.989990234375,0.509521484375,0.510498046875,0.9896240234375,0.97607421875,0.95703125,1.0,0.00390625,0.992847225719751,0.998046875,0.9939989224966383,1,40,primary_registered,1,0,0
adaptive_exploratory_posthoc_paired_support_intervention,7d1106daaf1eff0c5239,149,fresh,450,8192,2048000,92158,450,64,1.0,85,0.9404296875,0.9609375,0.9560546875,0,pure Y,0.9947,0.989,0.9970703125,0.9919254745599421,0.9970703125,0.9919254745599421,,,,0.55810546875,0.5595703125,0.9404296875,0.5546875,0.55877685546875,0.9398681640625,0.96337890625,0.9228515625,0.997314453125,0.0,0.9921013725654519,0.994140625,0.9917495765544322,1,40,primary_registered,1,0,0
adaptive_exploratory_posthoc_paired_support_intervention,90e8bc9e5754ad95e16c,151,fresh,0,8192,2048000,0,0,0,0.0,113,0.949951171875,0.94921875,0.983642578125,1,stable gate 113,0.2113,1.0,0.2001953125,0.22313620027998513,,,0.2001953125,0.22313620027998513,,0.300048828125,0.699951171875,0.800048828125,0.3006591796875,0.69866943359375,0.80068359375,0.976806640625,0.9990234375,1.0,0.82421875,0.20396475296345307,0.224609375,0.24230764759651724,,0,primary_registered,0,0,0
adaptive_exploratory_posthoc_paired_support_intervention,98ce4fffbf3cde864d76,151,fresh,2,8192,2048000,410,2,2,0.03125,113,0.915283203125,0.91796875,0.978271484375,1,stable gate 113,0.3297,1.0,0.3388671875,0.34119325627471264,0.96875,0.8955586463399217,0.3185483870967742,0.3233105017564801,0.5722481445834415,0.334716796875,0.665283203125,0.834716796875,0.334716796875,0.6656494140625,0.8338134765625,0.982177734375,0.990478515625,1.0,0.712890625,0.2969697840433754,0.390625,0.3854167285060498,13,36,primary_registered,0,0,0
adaptive_exploratory_posthoc_paired_support_intervention,76fb0596dfc35bc410db,151,fresh,4,8192,2048000,820,4,4,0.0625,85,0.93115234375,0.93359375,0.970703125,0,pure Y,0.7392,1.0,0.724609375,0.7136111541800989,0.828125,0.7949242913416228,0.7177083333333333,0.7081902783693307,0.08673401297229211,0.43115234375,0.56884765625,0.93115234375,0.4327392578125,0.56756591796875,0.932275390625,0.967529296875,0.9912109375,1.0,0.26953125,0.6964577613221247,0.71875,0.7307645470380733,13,36,triggered_refinement,1,0,0
adaptive_exploratory_posthoc_paired_support_intervention,59202d7e38f8edc1532c,151,fresh,6,8192,2048000,1229,6,6,0.09375,85,0.981689453125,0.98828125,0.987060546875,0,pure Y,0.9187,1.0,0.9267578125,0.8900222128117166,0.9583333333333334,0.9224236526147994,0.9234913793103449,0.8866703397286391,0.03575331288616035,0.481689453125,0.518310546875,0.981689453125,0.4810791015625,0.51873779296875,0.9805908203125,0.972412109375,0.994140625,1.0,0.087890625,0.8722336878479616,0.94140625,0.9078107377754716,2,36,triggered_refinement,1,0,0
adaptive_exploratory_posthoc_paired_support_intervention,71792a08b2f1d5e16efa,151,fresh,8,8192,2048000,1639,8,8,0.125,85,0.973876953125,0.98046875,0.983154296875,0,pure Y,0.8986,1.0,0.8955078125,0.8708256751592236,0.875,0.8594625473502109,0.8984375,0.8724489791319398,-0.012986431781728869,0.473876953125,0.526123046875,0.973876953125,0.474853515625,0.525390625,0.9731201171875,0.97021484375,0.989501953125,1.0,0.11328125,0.8479695717587983,0.904296875,0.893681778559649,2,36,triggered_refinement,1,0,0
adaptive_exploratory_posthoc_paired_support_intervention,a98a122722a26ff4683d,151,fresh,10,8192,2048000,2048,10,10,0.15625,85,0.9638671875,0.96484375,0.9853515625,0,pure Y,0.8511,1.0,0.85546875,0.8277762179894186,0.90625,0.8914302908915275,0.8460648148148148,0.8159884267112504,0.0754418641802771,0.4638671875,0.5361328125,0.9638671875,0.4627685546875,0.53619384765625,0.963232421875,0.974365234375,0.98193359375,1.0,0.12890625,0.8351942528821545,0.83984375,0.8203581830966828,2,36,primary_registered,1,0,0
adaptive_exploratory_posthoc_paired_support_intervention,b7c1ab033802ea85172d,151,fresh,50,8192,2048000,10238,50,31,0.484375,85,1.0,1.0,1.0,0,pure Y,1.0,1.0,1.0,0.9980682511786296,1.0,0.9989738637798937,1.0,0.9972175241895637,0.0017563395903300583,0.5,0.5,1.0,0.5,0.5,1.0,0.99072265625,0.962646484375,1.0,0.0,0.9973013530902101,1.0,0.9988351492670493,2,40,primary_registered,1,0,0
adaptive_exploratory_posthoc_paired_support_intervention,9260cd16567511b2c5f5,151,fresh,100,8192,2048000,20483,100,43,0.671875,85,1.0,1.0,1.0,0,pure Y,1.0,1.0,1.0,0.9997662996729578,1.0,0.9998265124914194,1.0,0.9996430067589651,0.00018350573245429214,0.5,0.5,1.0,0.5,0.5,1.0,0.992919921875,0.95751953125,1.0,0.0,0.9997087976043674,1.0,0.9998238017415484,1,40,primary_registered,1,0,0
adaptive_exploratory_posthoc_paired_support_intervention,0dd91a4dc5e5460e47fd,151,fresh,250,8192,2048000,51207,250,61,0.953125,85,1.0,1.0,1.0,0,pure Y,1.0,1.0,1.0,0.9998993773937577,1.0,0.9999090163087356,1.0,0.9997033861225413,0.00020563018619434992,0.5,0.5,1.0,0.5,0.5,1.0,0.995849609375,0.942138671875,1.0,0.0,0.9999156214614564,1.0,0.999883133326059,1,40,primary_registered,1,0,0
adaptive_exploratory_posthoc_paired_support_intervention,48023a39b12ab8b10904,151,fresh,450,8192,2048000,92154,450,63,0.984375,85,0.96826171875,0.96875,0.97705078125,0,pure Y,0.9995,0.9935,0.9990234375,0.9968195482035321,0.9990079365079365,0.9967949152066651,1.0,0.9983714270061417,-0.0015765117994765987,0.53125,0.53173828125,0.96826171875,0.530517578125,0.53179931640625,0.9683349609375,0.990478515625,0.95751953125,0.999755859375,0.001953125,0.9971846528403896,1.0,0.9964544435666745,1,40,primary_registered,1,0,0
